route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color,route_text_color,exact_times
"20-602-9-sj2-1","2433","6029","Quakers Hill Uniting Church to St Marks College","School buses","712","00B5EF","FFFFFF","1"
"20-603-0-sj2-1","2433","6030","Quakers Hill Parkway at Eastern Rd to Quakers Hill PS","School buses","712","00B5EF","FFFFFF","1"
"20-603-1-sj2-1","2433","6031","Blacktown Station to Quakers Hill HS","School buses","712","00B5EF","FFFFFF","1"
"20-603-2-sj2-1","2433","6032","Archer St after Reservior Rd to Blacktown Boys HS","School buses","712","00B5EF","FFFFFF","1"
"20-603-3-sj2-1","2433","6033","Blacktown Station to Nagle College","School buses","712","00B5EF","FFFFFF","1"
"20-603-4-sj2-1","2433","6034","Kildare Rd after Balmoral St to Evans HS","School buses","712","00B5EF","FFFFFF","1"
"20-603-5-sj2-1","2433","6035","Blacktown Station to Hambledon PS via Acacia Gardens","School buses","712","00B5EF","FFFFFF","1"
"20-603-6-sj2-1","2433","6036","Glenwood HS to John XXIII PS","School buses","712","00B5EF","FFFFFF","1"
"20-603-7-sj2-1","2433","6037","Mt Druitt Station to Blacktown Boys HS","School buses","712","00B5EF","FFFFFF","1"
"20-603-8-sj2-1","2433","6038","Sentry Dr after Quakers Hill Parkway to Parklea PS via Glenwood","School buses","712","00B5EF","FFFFFF","1"
"20-604-0-sj2-1","2433","6040","Blacktown Station to Evans HS","School buses","712","00B5EF","FFFFFF","1"
"20-604-1-sj2-1","2433","6041","Alwyn Lindfield Reserve, Glenwood Park Rd to St John Paul II College","School buses","712","00B5EF","FFFFFF","1"
"20-604-2-sj2-1","2433","6042","Glenwood Park Dr before Peppercorn Pl to Oakhill College","School buses","712","00B5EF","FFFFFF","1"
"20-604-3-sj2-1","2433","6043","Durham St after Nelson St to St Agnes HS","School buses","712","00B5EF","FFFFFF","1"
"20-604-4-sj2-1","2433","6044","Archbold Rd opp Salvation Army Industrial to St Aidans School","School buses","712","00B5EF","FFFFFF","1"
"20-604-6-sj2-1","2433","6046","Mount Druitt Station to Bethel Christian School","School buses","712","00B5EF","FFFFFF","1"
"20-604-7-sj2-1","2433","6047","Yarramundi Dr opp Hoyle Dr to St Andrews PS","School buses","712","00B5EF","FFFFFF","1"
"20-604-8-sj2-1","2433","6048","Shalvey PS to St Agnes HS","School buses","712","00B5EF","FFFFFF","1"
"20-604-9-sj2-1","2433","6049","Bungalow Rd at Aaron Pl to St Clares HS","School buses","712","00B5EF","FFFFFF","1"
"20-605-0-sj2-1","2433","6050","Cobham St after Vardys Rd to St John Paul II College","School buses","712","00B5EF","FFFFFF","1"
"20-605-1-sj2-1","2433","6051","Quakers Hill Parkway after Eastern Rd to Blacktown Boys HS","School buses","712","00B5EF","FFFFFF","1"
"20-605-2-sj2-1","2433","6052","Carnavon Rd at Vine St to St Josephs PS","School buses","712","00B5EF","FFFFFF","1"
"20-605-3-sj2-1","2433","6053","Barnier Dr opp Wakely Av to Rousehill College","School buses","712","00B5EF","FFFFFF","1"
"20-605-4-sj2-1","2433","6054","Rouse Hill to Schofields PS","School buses","712","00B5EF","FFFFFF","1"
"20-605-5-sj2-1","2433","6055","Blacktown Station to Nagle College via Tyndale Christian School","School buses","712","00B5EF","FFFFFF","1"
"20-605-6-sj2-1","2433","6056","Carlisle Ave after Jersey Rd to St Agnes HS","School buses","712","00B5EF","FFFFFF","1"
"20-605-7-sj2-1","2433","6057","Woodcroft Dr opp Woodcroft Field to St John II College via Dean Park","School buses","712","00B5EF","FFFFFF","1"
"20-605-8-sj2-1","2433","6058","The Ponds Bvd  at Schofields Rd to Glenwood HS","School buses","712","00B5EF","FFFFFF","1"
"20-605-9-sj2-1","2433","6059","Adrienne St before Azzopardi Av to St Agnes HS","School buses","712","00B5EF","FFFFFF","1"
"20-606-0-sj2-1","2433","6060","Daniels Rd opp Shinnick Dr to St John Paul II College","School buses","712","00B5EF","FFFFFF","1"
"20-606-1-sj2-1","2433","6061","The Ponds Bvd at Schofields Rd to St Marks College","School buses","712","00B5EF","FFFFFF","1"
"20-606-2-sj2-1","2433","6062","Schofields to Wyndham College","School buses","712","00B5EF","FFFFFF","1"
"20-606-3-sj2-1","2433","6063","Bali Dr opp Morell Cr to Quakers Hill PS","School buses","712","00B5EF","FFFFFF","1"
"20-606-4-sj2-1","2433","6064","Blacktown Station to Evans HS","School buses","712","00B5EF","FFFFFF","1"
"20-606-5-sj2-1","2433","6065","Evans HS to St John Vianneys PS via Blacktown West PS","School buses","712","00B5EF","FFFFFF","1"
"20-606-6-sj2-1","2433","6066","Yarramundi Dr opp Hoyle Dr to Blacktown Boys HS","School buses","712","00B5EF","FFFFFF","1"
"20-606-7-sj2-1","2433","6067","Golding Dr before Grayson Av to Good Shepherd PS","School buses","712","00B5EF","FFFFFF","1"
"20-606-8-sj2-1","2433","6068","Glendenning to St Andrew's PS","School buses","712","00B5EF","FFFFFF","1"
"20-606-9-sj2-1","2433","6069","Mount Druitt Station to Loyola Senior HS","School buses","712","00B5EF","FFFFFF","1"
"20-607-0-sj2-1","2433","6070","Shalvey to Plumpton HS","School buses","712","00B5EF","FFFFFF","1"
"20-607-1-sj2-1","2433","6071","Mount Druitt to St Francis of Assisi PS","School buses","712","00B5EF","FFFFFF","1"
"20-607-2-sj2-1","2433","6072","Glendenning to Quakers Hill HS","School buses","712","00B5EF","FFFFFF","1"
"20-607-3-sj2-1","2433","6073","Colebee to Richard Johnson College Oakhurst Campus","School buses","712","00B5EF","FFFFFF","1"
"20-607-5-sj2-1","2433","6075","Quakers Hill East to Rouse Hill Anglican College","School buses","712","00B5EF","FFFFFF","1"
"20-607-6-sj2-1","2433","6076","Kings Langley to Terra Sancta College Schofields Campus","School buses","712","00B5EF","FFFFFF","1"
"20-607-7-sj2-1","2433","6077","Quakers Hill Station to Quakers Hill HS","School buses","712","00B5EF","FFFFFF","1"
"20-607-8-sj2-1","2433","6078","Merriville Rd at Perfection Ave to The Ponds HS","School buses","712","00B5EF","FFFFFF","1"
"20-608-0-sj2-1","2433","6080","Stanhope Pkwy opp Stanhope Gardens Tennis Court to The Ponds HS","School buses","712","00B5EF","FFFFFF","1"
"20-608-1-sj2-1","2433","6081","Sentry Rd before Parklea Dr to The Ponds HS","School buses","712","00B5EF","FFFFFF","1"
"20-608-3-sj2-1","2433","6083","Conrad Rd opp Oakvale Av to The Ponds HS","School buses","712","00B5EF","FFFFFF","1"
"20-608-4-sj2-1","2433","6084","Perfection Av opp Bentwood Tce to The Ponds HS","School buses","712","00B5EF","FFFFFF","1"
"20-608-5-sj2-1","2433","6085","Castle Hill Interchange to Oakhill College via Old Northern Rd","School buses","712","00B5EF","FFFFFF","1"
"20-608-8-sj2-1","2433","6088","Rouse Hill Town Centre to Rouse Hill Anglican College","School buses","712","00B5EF","FFFFFF","1"
"20-608-9-sj2-1","2433","6089","Rouse Hill Station to Kellyville HS","School buses","712","00B5EF","FFFFFF","1"
"20-609-0-sj2-1","2433","6090","Rouse Hill Station to William Clarke College","School buses","712","00B5EF","FFFFFF","1"
"20-609-1-sj2-1","2433","6091","Riverstone Station to Australian Christian College","School buses","712","00B5EF","FFFFFF","1"
"20-609-3-sj2-1","2433","6093","Sundew Pde after Hookins Ave to Northbourne PS","School buses","712","00B5EF","FFFFFF","1"
"20-609-4-sj2-1","2433","6094","Elara Bvd before Greygum Tce to Northbourne PS","School buses","712","00B5EF","FFFFFF","1"
"20-609-5-sj2-1","2433","6095","Acacia Gardens to The Ponds HS","School buses","712","00B5EF","FFFFFF","1"
"20-609-6-sj2-1","2433","6096","Plumpton Marketplace to Mt Druitt Station","School buses","712","00B5EF","FFFFFF","1"
"20-609-7-sj2-1","2433","6097","Nirimba Fields to Quakers Hill High School","School buses","712","00B5EF","FFFFFF","1"
"20-650-0-sj2-1","2433","6500","Rouse Hill Anglican College to Rouse Hill","School buses","712","00B5EF","FFFFFF","1"
"20-650-1-sj2-1","2433","6501","St Johns PS to Knudsen Reserve","School buses","712","00B5EF","FFFFFF","1"
"20-650-2-sj2-1","2433","6502","Rouse Hill Anglican College to Quakers Hill","School buses","712","00B5EF","FFFFFF","1"
"20-650-3-sj2-1","2433","6503","Evans HS to Blacktown Station","School buses","712","00B5EF","FFFFFF","1"
"20-650-4-sj2-1","2433","6504","St Andrew's PS to Doonside Station","School buses","712","00B5EF","FFFFFF","1"
"20-650-5-sj2-1","2433","6505","Richard Johnson Anglican School to Emerton","School buses","712","00B5EF","FFFFFF","1"
"20-650-6-sj2-1","2433","6506","St Clare's HS to Lethbridge Park","School buses","712","00B5EF","FFFFFF","1"
"20-650-7-sj2-1","2433","6507","Sacred Heart PS to Carlise Av opp Dural Pl via Shalvey","School buses","712","00B5EF","FFFFFF","1"
"20-650-8-sj2-1","2433","6508","Mitchell HS to Blacktown Station","School buses","712","00B5EF","FFFFFF","1"
"20-650-9-sj2-1","2433","6509","St Michael's PS to Lock St before Ross St","School buses","712","00B5EF","FFFFFF","1"
"20-651-0-sj2-1","2433","6510","St John Paul II College to Marayong","School buses","712","00B5EF","FFFFFF","1"
"20-651-2-sj2-1","2433","6512","Evans HS to Kilcare Rd before Balmoral St","School buses","712","00B5EF","FFFFFF","1"
"20-651-3-sj2-1","2433","6513","Evans HS to Blacktown Station","School buses","712","00B5EF","FFFFFF","1"
"20-651-4-sj2-1","2433","6514","Blacktown HS to Adrienne St before Lamb St","School buses","712","00B5EF","FFFFFF","1"
"20-651-5-sj2-1","2433","6515","Rooty Hill HS to Minchin Dr before Great Western Hwy","School buses","712","00B5EF","FFFFFF","1"
"20-651-7-sj2-1","2433","6517","Sacred Heart PS to Minchin Dr before Great Western Hwy","School buses","712","00B5EF","FFFFFF","1"
"20-652-0-sj2-1","2433","6520","Blacktown Station to Blacktown Station via Quakers Hill","School buses","712","00B5EF","FFFFFF","1"
"20-652-1-sj2-1","2433","6521","Tyndale Christian School to Blacktown Station","School buses","712","00B5EF","FFFFFF","1"
"20-652-2-sj2-1","2433","6522","St Aidans PS to Rupertswood Rd opp Charlotte Rd via Minchinbury","School buses","712","00B5EF","FFFFFF","1"
"20-652-3-sj2-1","2433","6523","St Andrews PS to Blacktown Station","School buses","712","00B5EF","FFFFFF","1"
"20-652-4-sj2-1","2433","6524","Plumpton HS to Dean Park","School buses","712","00B5EF","FFFFFF","1"
"20-652-5-sj2-1","2433","6525","St Johns PS to Blacktown Station via Acacia Gardens","School buses","712","00B5EF","FFFFFF","1"
"20-652-6-sj2-1","2433","6526","St Mark's College and John XXIII PS to Quakers Hill","School buses","712","00B5EF","FFFFFF","1"
"20-652-7-sj2-1","2433","6527","St Joseph's PS to The Ponds via Glenwood","School buses","712","00B5EF","FFFFFF","1"
"20-652-8-sj2-1","2433","6528","Rouse Hill Anglican College to Blacktown Station via Schofields","School buses","712","00B5EF","FFFFFF","1"
"20-652-9-sj2-1","2433","6529","Evans HS to Blacktown Station","School buses","712","00B5EF","FFFFFF","1"
"20-653-0-sj2-1","2433","6530","Good Shepherd PS to Mt Druitt Station via Shalvey","School buses","712","00B5EF","FFFFFF","1"
"20-653-1-sj2-1","2433","6531","Baulkham Hills HS to Adrienne St at Martin Pl via Quakers Hill","School buses","712","00B5EF","FFFFFF","1"
"20-653-2-sj2-1","2433","6532","St John Paul II College to Schofields","School buses","712","00B5EF","FFFFFF","1"
"20-653-3-sj2-1","2433","6533","Schofields PS to Guntawong Rd opp Tallawong Rd via Marsden Park PS","School buses","712","00B5EF","FFFFFF","1"
"20-653-4-sj2-1","2433","6534","St John Paul II Catholic College Nirimba to Riverstone","School buses","712","00B5EF","FFFFFF","1"
"20-653-6-sj2-1","2433","6536","St Andrews College to Quakers Hill","School buses","712","00B5EF","FFFFFF","1"
"20-653-8-sj2-1","2433","6538","St John Paul II College Schofields to Mount Druitt via Hassall Grove","School buses","712","00B5EF","FFFFFF","1"
"20-653-9-sj2-1","2433","6539","St John Paul II College Schofields to Woodcroft","School buses","712","00B5EF","FFFFFF","1"
"20-654-0-sj2-1","2433","6540","Quakers Hill HS to Blacktown Station","School buses","712","00B5EF","FFFFFF","1"
"20-654-1-sj2-1","2433","6541","Evans HS to Kildare Rd after Ash St","School buses","712","00B5EF","FFFFFF","1"
"20-654-2-sj2-1","2433","6542","Mitchell HS to Blacktown Station","School buses","712","00B5EF","FFFFFF","1"
"20-654-3-sj2-1","2433","6543","St Agnes HS to Golding Dr before Armitage Dr","School buses","712","00B5EF","FFFFFF","1"
"20-654-5-sj2-1","2433","6545","Quakers Hill HS to Glendenning via William Dean PS","School buses","712","00B5EF","FFFFFF","1"
"20-654-6-sj2-1","2433","6546","St Clare's HS to Marayong PS via Woodcroft","School buses","712","00B5EF","FFFFFF","1"
"20-654-7-sj2-1","2433","6547","St John Paul II College to Blacktown Station","School buses","712","00B5EF","FFFFFF","1"
"20-654-8-sj2-1","2433","6548","St John Paul II College to Robert before Garfield Rd W","School buses","712","00B5EF","FFFFFF","1"
"20-654-9-sj2-1","2433","6549","St Johns PS to Riverstone Station","School buses","712","00B5EF","FFFFFF","1"
"20-655-0-sj2-1","2433","6550","St John Paul II College Schofields to Quakers Hill Station","School buses","712","00B5EF","FFFFFF","1"
"20-655-1-sj2-1","2433","6551","St Mark's College and John XXIII PS to Kings Langley Shops","School buses","712","00B5EF","FFFFFF","1"
"20-655-3-sj2-1","2433","6553","St Josephs PS to Blacktown Station","School buses","712","00B5EF","FFFFFF","1"
"20-655-4-sj2-1","2433","6554","Blacktown South PS to Flushcombe Rd before Bungarribee Rd","School buses","712","00B5EF","FFFFFF","1"
"20-655-5-sj2-1","2433","6555","Blacktown Girls HS to Crawford Rd before Power St","School buses","712","00B5EF","FFFFFF","1"
"20-655-6-sj2-1","2433","6556","Crawford PS to Bungarribee Rd before Walters Rd","School buses","712","00B5EF","FFFFFF","1"
"20-655-7-sj2-1","2433","6557","Blacktown Girls HS to Archer St before Reservoir Rd","School buses","712","00B5EF","FFFFFF","1"
"20-655-8-sj2-1","2433","6558","St Patricks PS to Blacktown Station","School buses","712","00B5EF","FFFFFF","1"
"20-655-9-sj2-1","2433","6559","Blacktown Girls HS to Plumpton Marketplace","School buses","712","00B5EF","FFFFFF","1"
"20-656-0-sj2-1","2433","6560","Rooty Hill HS to Mt Druitt Station","School buses","712","00B5EF","FFFFFF","1"
"20-656-1-sj2-1","2433","6561","St John Paul II Catholic College to Farnham Rd at Muccillo St","School buses","712","00B5EF","FFFFFF","1"
"20-656-2-sj2-1","2433","6562","Barnier PS to Blacktown Station","School buses","712","00B5EF","FFFFFF","1"
"20-656-3-sj2-1","2433","6563","St Michaels PS to Blacktown Station","School buses","712","00B5EF","FFFFFF","1"
"20-656-5-sj2-1","2433","6565","Nagle Girls HS to Blacktown Station","School buses","712","00B5EF","FFFFFF","1"
"20-656-6-sj2-1","2433","6566","Loyola College to Hassell Grove Plaza","School buses","712","00B5EF","FFFFFF","1"
"20-656-8-sj2-1","2433","6568","Quakers Hill HS to Arnott Rd opp Ottley St","School buses","712","00B5EF","FFFFFF","1"
"20-656-9-sj2-1","2433","6569","St Andrews Junior Campus to Adrienne St at Marin Pl","School buses","712","00B5EF","FFFFFF","1"
"20-657-0-sj2-1","2433","6570","St Agnes HS to Emerson St opp Stolle St","School buses","712","00B5EF","FFFFFF","1"
"20-657-1-sj2-1","2433","6571","St Agnes HS to Carlisle Av before Jersey Rd via Bidwill","School buses","712","00B5EF","FFFFFF","1"
"20-657-2-sj2-1","2433","6572","Crawford PS to Adrienne St at Marin Pl","School buses","712","00B5EF","FFFFFF","1"
"20-657-3-sj2-1","2433","6573","St Agnes HS to Minchin Dr before Great Western Hwy via Minchinbury","School buses","712","00B5EF","FFFFFF","1"
"20-657-4-sj2-1","2433","6574","Nagle Girls HS to Blacktown Station","School buses","712","00B5EF","FFFFFF","1"
"20-657-5-sj2-1","2433","6575","Loyola College to Mt Druitt Station","School buses","712","00B5EF","FFFFFF","1"
"20-657-6-sj2-1","2433","6576","Loyola College to Mt Druitt Station","School buses","712","00B5EF","FFFFFF","1"
"20-657-7-sj2-1","2433","6577","Rooty Hill HS to Bulolo Dr at Luxford Rd","School buses","712","00B5EF","FFFFFF","1"
"20-657-8-sj2-1","2433","6578","St Agnes HS to Fuller St after Coates St","School buses","712","00B5EF","FFFFFF","1"
"20-657-9-sj2-1","2433","6579","Sacred Heart PS to Mt Druitt Station","School buses","712","00B5EF","FFFFFF","1"
"20-658-0-sj2-1","2433","6580","St Luke's Catholic College to Riverstone","School buses","712","00B5EF","FFFFFF","1"
"20-658-1-sj2-1","2433","6581","St Johns PS to Riverstone Station","School buses","712","00B5EF","FFFFFF","1"
"20-658-2-sj2-1","2433","6582","St Andrews Senior Campus to Riverstone Station","School buses","712","00B5EF","FFFFFF","1"
"20-658-3-sj2-1","2433","6583","Patrician Brothers College to Blacktown Station","School buses","712","00B5EF","FFFFFF","1"
"20-658-4-sj2-1","2433","6584","Blacktown HS to Burdekin Rd before Hambledon Rd","School buses","712","00B5EF","FFFFFF","1"
"20-658-5-sj2-1","2433","6585","St Agnes HS to Mt Druitt Station","School buses","712","00B5EF","FFFFFF","1"
"20-658-6-sj2-1","2433","6586","St Clare's Catholic HS to Mt Druitt Station","School buses","712","00B5EF","FFFFFF","1"
"20-658-7-sj2-1","2433","6587","Loyola College to Mt Druitt Station","School buses","712","00B5EF","FFFFFF","1"
"20-658-8-sj2-1","2433","6588","St Clare's Catholic HS to Good Shepherd PS","School buses","712","00B5EF","FFFFFF","1"
"20-658-9-sj2-1","2433","6589","Good Shepherd PS to Sherbrooke St at Francis Rd","School buses","712","00B5EF","FFFFFF","1"
"20-659-0-sj2-1","2433","6590","Blacktown Girls HS to Mt Druitt Station","School buses","712","00B5EF","FFFFFF","1"
"20-659-1-sj2-1","2433","6591","Australian Christian College to Riverstone Station","School buses","712","00B5EF","FFFFFF","1"
"20-659-2-sj2-1","2433","6592","Glenwood HS to Perfection Av opp Bentwood Tce","School buses","712","00B5EF","FFFFFF","1"
"20-659-3-sj2-1","2433","6593","Glenwood HS to Sentry Dr after Clementine St","School buses","712","00B5EF","FFFFFF","1"
"20-659-4-sj2-1","2433","6594","Patrician Brothers College to Flushcombe Rd after Clare St","School buses","712","00B5EF","FFFFFF","1"
"20-659-5-sj2-1","2433","6595","Glenwood HS to Perfection Dr opp Armour Av","School buses","712","00B5EF","FFFFFF","1"
"20-659-6-sj2-1","2433","6596","St Marks College and John XXIII PS to Riverstone Station","School buses","712","00B5EF","FFFFFF","1"
"20-659-7-sj2-1","2433","6597","Good Shepherd PS to Golding Dr before Armitage Dr","School buses","712","00B5EF","FFFFFF","1"
"20-659-8-sj2-1","2433","6598","St Francis of Assisi School to Emerson St at Stolle St","School buses","712","00B5EF","FFFFFF","1"
"20-659-9-sj2-1","2433","6599","St Marks College and John XXIII PS to Parklea PS","School buses","712","00B5EF","FFFFFF","1"
"20-660-0-sj2-1","2433","6600","Parklea PS to Blacktown Station","School buses","712","00B5EF","FFFFFF","1"
"20-660-1-sj2-1","2433","6601","Glenwood HS to Perfection Dr opp Armour Av","School buses","712","00B5EF","FFFFFF","1"
"20-660-2-sj2-1","2433","6602","Good Shepherd PS to Carlisle Av opp Dural Pl via Bidwill","School buses","712","00B5EF","FFFFFF","1"
"20-660-3-sj2-1","2433","6603","St John Paul II Catholic College to Symonds Rd op St Elizabeth Nursing Home","School buses","712","00B5EF","FFFFFF","1"
"20-660-4-sj2-1","2433","6604","Patrician Brothers College to Blacktown Station","School buses","712","00B5EF","FFFFFF","1"
"20-660-5-sj2-1","2433","6605","The Ponds HS to Stanhope Gardens Reserve, Stanhope Pkwy","School buses","712","00B5EF","FFFFFF","1"
"20-660-6-sj2-1","2433","6606","The Ponds HS to Sentry Dr opp Parklea Dr","School buses","712","00B5EF","FFFFFF","1"
"20-660-7-sj2-1","2433","6607","The Ponds HS to Merriville Rd at Vinegar Hill Rd","School buses","712","00B5EF","FFFFFF","1"
"20-661-0-sj2-1","2433","6610","The Ponds HS to Perfection Ave at Stanhope Pkwy","School buses","712","00B5EF","FFFFFF","1"
"20-661-1-sj2-1","2433","6611","The Ponds HS to Parklea","School buses","712","00B5EF","FFFFFF","1"
"20-661-2-sj2-1","2433","6612","Oakhill College to Castle Hill Interchange via Old Northern Rd","School buses","712","00B5EF","FFFFFF","1"
"20-661-3-sj2-1","2433","6613","Oakhill College to Castle Hill Interchange via Old Northern Rd","School buses","712","00B5EF","FFFFFF","1"
"20-661-4-sj2-1","2433","6614","St Michaels PS to Archer St opp Barnes Lane","School buses","712","00B5EF","FFFFFF","1"
"20-661-5-sj2-1","2433","6615","The Ponds High School to Parklea via Stanhope Gardens","School buses","712","00B5EF","FFFFFF","1"
"20-661-9-sj2-1","2433","6619","Mt Druitt Station to Plumpton Marketplace","School buses","712","00B5EF","FFFFFF","1"
"20-662-0-sj2-1","2433","6620","Kellyville HS to Rouse Hill Station","School buses","712","00B5EF","FFFFFF","1"
"20-662-1-sj2-1","2433","6621","William Clarke College to Rouse Hill Station","School buses","712","00B5EF","FFFFFF","1"
"20-662-2-sj2-1","2433","6622","Australian Christian College to Elara Bvd before Elkorn St","School buses","712","00B5EF","FFFFFF","1"
"20-662-5-sj2-1","2433","6625","St Agnes Catholic High School to Plumpton","School buses","712","00B5EF","FFFFFF","1"
"20-662-6-sj2-1","2433","6626","St Agnes Catholic High School to Mount Druitt (South)","School buses","712","00B5EF","FFFFFF","1"
"20-662-7-sj2-1","2433","6627","Hambledon Public School to Nirimba Fields","School buses","712","00B5EF","FFFFFF","1"
"20-662-8-sj2-1","2433","6628","Northbourne PS to Frontier Ave via Elara Bvd","School buses","712","00B5EF","FFFFFF","1"
"20-662-9-sj2-1","2433","6629","Northbourne PS to Annan Ave via Agland Ave","School buses","712","00B5EF","FFFFFF","1"
"20-668-sj2-1","2433","668","Richmond to Windsor via Glossodia and Wilberforce","Sydney Buses Network","700","00B5EF","FFFFFF","1"
"20-669-9-sj2-1","2433","6699","Richard Johnson College Oakhurst Campus to Colebee","School buses","712","00B5EF","FFFFFF","1"
"20-669-sj2-1","2433","669","Wilberforce to Sackville via Ebenezer","Sydney Buses Network","700","00B5EF","FFFFFF","1"
"20-671-sj2-1","2433","671","Riverstone to Windsor via McGraths Hill and Vineyard","Sydney Buses Network","700","00B5EF","FFFFFF","1"
"20-672-sj2-1","2433","672","Windsor to Wisemans Ferry (Loop Service)","Sydney Buses Network","700","00B5EF","FFFFFF","1"
"20-673-sj2-1","2433","673","Penrith to Windsor via Cranebrook","Sydney Buses Network","700","00B5EF","FFFFFF","1"
"20-674-sj2-1","2433","674","Mount Druitt to Windsor via Shanes Park and South Windsor","Sydney Buses Network","700","00B5EF","FFFFFF","1"
"20-675-A-sj2-1","2433","675A","Windsor to Richmond via RAAF Base and Bligh Park (Loop Service)","Sydney Buses Network","700","00B5EF","FFFFFF","1"
"20-675-C-sj2-1","2433","675C","Windsor to Richmond via Bligh Park and RAAF Base (Loop Service)","Sydney Buses Network","700","00B5EF","FFFFFF","1"
"20-676-sj2-1","2433","676","Windsor to South Windsor (Loop Service)","Sydney Buses Network","700","00B5EF","FFFFFF","1"
"20-677-sj2-1","2433","677","Penrith to Richmond via Londonderry","Sydney Buses Network","700","00B5EF","FFFFFF","1"
"20-678-sj2-1","2433","678","Penrith to Richmond via Cranebrook","Sydney Buses Network","700","00B5EF","FFFFFF","1"
"20-679-sj2-1","2433","679","Windsor to Maraylya via McGraths Hill","Sydney Buses Network","700","00B5EF","FFFFFF","1"
"20-680-sj2-1","2433","680","Richmond to Bowen Mountain via Grose Vale and Grose Wold (Loop Service)","Sydney Buses Network","700","00B5EF","FFFFFF","1"
"20-682-sj2-1","2433","682","Richmond to Kurrajong via Berambing (Loop Service)","Sydney Buses Network","700","00B5EF","FFFFFF","1"
"20-718-sj2-1","2433","718","Seven Hills to Kings Langley","Sydney Buses Network","700","00B5EF","FFFFFF","1"
"20-721-sj2-1","2433","721","Blacktown to Blacktown Hospital (Loop Service)","Sydney Buses Network","700","00B5EF","FFFFFF","1"
"20-722-sj2-1","2433","722","Blacktown to Prospect via Flushcombe Rd (Loop Service)","Sydney Buses Network","700","00B5EF","FFFFFF","1"
"20-723-sj2-1","2433","723","Blacktown to Mount Druitt via Eastern Creek","Sydney Buses Network","700","00B5EF","FFFFFF","1"
"20-724-sj2-1","2433","724","Blacktown to Arndell Park via Huntingwood (Loop Service)","Sydney Buses Network","700","00B5EF","FFFFFF","1"
"20-726-sj2-1","2433","726","Blacktown to Doonside via Monash Rd (Loop Service)","Sydney Buses Network","700","00B5EF","FFFFFF","1"
"20-728-sj2-1","2433","728","Blacktown to Mount Druitt","Sydney Buses Network","700","00B5EF","FFFFFF","1"
"20-729-sj2-1","2433","729","Blacktown to Mount Druitt via Minchinbury","Sydney Buses Network","700","00B5EF","FFFFFF","1"
"20-730-sj2-1","2433","730","Blacktown to Castle Hill via Glenwood and Norwest","Sydney Buses Network","700","00B5EF","FFFFFF","1"
"20-731-sj2-1","2433","731","Blacktown to Rouse Hill Station via Stanhope Gardens","Sydney Buses Network","700","00B5EF","FFFFFF","1"
"20-732-sj2-1","2433","732","Blacktown to Rouse Hill Station via The Ponds","Sydney Buses Network","700","00B5EF","FFFFFF","1"
"20-734-sj2-1","2433","734","Blacktown to Riverstone via Schofields","Sydney Buses Network","700","00B5EF","FFFFFF","1"
"20-735-sj2-1","2433","735","Rouse Hill to Blacktown","Sydney Buses Network","700","00B5EF","FFFFFF","1"
"20-738-sj2-1","2433","738","Mount Druitt to Eastern Creek via Rooty Hill (Loop Service)","Sydney Buses Network","700","00B5EF","FFFFFF","1"
"20-739-V-sj2-1","2433","739V","Mount Druitt to Mount Druitt South (Loop Service)","Sydney Buses Network","700","00B5EF","FFFFFF","1"
"20-740-sj2-1","2433","740","Rouse Hill to Box Hill","Sydney Buses Network","700","00B5EF","FFFFFF","1"
"20-741-sj2-1","2433","741","Riverstone to Oakville via Box Hill and Maraylya","Sydney Buses Network","700","00B5EF","FFFFFF","1"
"20-742-sj2-1","2433","742","Rouse Hill Station to Marsden Park","Sydney Buses Network","700","00B5EF","FFFFFF","1"
"20-743-sj2-1","2433","743","Blacktown to Kings Langley","Sydney Buses Network","700","00B5EF","FFFFFF","1"
"20-744-sj2-1","2433","744","Blacktown to Blacktown Industrial Area","Sydney Buses Network","700","00B5EF","FFFFFF","1"
"20-745-sj2-1","2433","745","St Marys to Norwest Private Hospital via Stanhope Gardens","Sydney Buses Network","700","00B5EF","FFFFFF","1"
"20-746-sj2-1","2433","746","Rouse Hill to Riverstone","Sydney Buses Network","700","00B5EF","FFFFFF","1"
"20-747-sj2-1","2433","747","Rouse Hill Station to Mount Druitt via Riverstone and Marsden Park","Sydney Buses Network","700","00B5EF","FFFFFF","1"
"20-748-sj2-1","2433","748","Rouse Hill Station to Marsden Park via Schofields","Sydney Buses Network","700","00B5EF","FFFFFF","1"
"20-750-sj2-1","2433","750","Blacktown to Mount Druitt via Bidwill","Sydney Buses Network","700","00B5EF","FFFFFF","1"
"20-751-sj2-1","2433","751","Blacktown to Marsden Park via Colebee","Sydney Buses Network","700","00B5EF","FFFFFF","1"
"20-752-sj2-1","2433","752","Blacktown to Rouse Hill Station via Quakers Hill","Sydney Buses Network","700","00B5EF","FFFFFF","1"
"20-753-sj2-1","2433","753","Blacktown to Doonside (Loop Service)","Sydney Buses Network","700","00B5EF","FFFFFF","1"
"20-754-sj2-1","2433","754","Blacktown to Mount Druitt via Hassall Grove","Sydney Buses Network","700","00B5EF","FFFFFF","1"
"20-755-sj2-1","2433","755","Mount Druitt to Shalvey and Plumpton Marketplace","Sydney Buses Network","700","00B5EF","FFFFFF","1"
